molecule_chembl_id,parent_molecule_chembl_id,canonical_smiles,pref_name,pchembl_median,pchembl_n,pchembl_min,pchembl_max,standard_types,assay_types,bao_labels,evidence_level,assay_confidence_scores,assay_relationship_types,document_years,max_phase
CHEMBL217092,CHEMBL217092,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1,SARACATINIB,7.4,2,7.28,7.52,IC50;Kd,B,single protein format;subcellular format,mixed,8;9,D;H,2006;2017,3
CHEMBL2177629,CHEMBL2177629,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3cccnn23)nn1,,7.04,1,7.04,7.04,IC50,B,assay format,other,9,D,2012,
CHEMBL2177630,CHEMBL2177630,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3ncccn23)nn1,,7.02,1,7.02,7.02,IC50,B,assay format,other,9,D,2012,
CHEMBL2177631,CHEMBL2177631,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnn3cccnc23)nn1,,6.91,1,6.91,6.91,IC50,B,assay format,other,9,D,2012,
CHEMBL2177632,CHEMBL2177632,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3ccccn23)nn1,,7.84,1,7.84,7.84,IC50,B,assay format,other,9,D,2012,
CHEMBL2177633,CHEMBL2177633,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc(N)nc2)nn1,,7.97,1,7.97,7.97,IC50,B,assay format,other,9,D,2012,
CHEMBL2177634,CHEMBL2177634,CNc1ncc(-c2cn(-c3cc(C(=O)Nc4ccc(CN5CCN(C)CC5)c(C(F)(F)F)c4)ccc3C)nn2)cn1,,7.6,1,7.6,7.6,IC50,B,assay format,other,9,D,2012,
CHEMBL2177635,CHEMBL2177635,CCNc1ncc(-c2cn(-c3cc(C(=O)Nc4ccc(CN5CCN(C)CC5)c(C(F)(F)F)c4)ccc3C)nn2)cn1,,7.53,1,7.53,7.53,IC50,B,assay format,other,9,D,2012,
CHEMBL2177636,CHEMBL2177636,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc(NC3CC3)nc2)nn1,,7.05,1,7.05,7.05,IC50,B,assay format,other,9,D,2012,
CHEMBL2177637,CHEMBL2177637,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc(NC(C)C)nc2)nn1,,6.47,1,6.47,6.47,IC50,B,assay format,other,9,D,2012,
