molecule_chembl_id,parent_molecule_chembl_id,canonical_smiles,pref_name,pchembl_median,pchembl_n,pchembl_min,pchembl_max,standard_types,assay_types,bao_labels,evidence_level,assay_confidence_scores,assay_relationship_types,document_years,max_phase,mw,clogp,tpsa,hbd,hba,rotb,n_rings,n_arom_rings,fsp3,qed
CHEMBL199568,CHEMBL199568,Cc1ccc(-c2ccc(C[C@H](N)C(=O)N3CCC[C@H]3C#N)cc2)cc1,,7.7,1,7.7,7.7,Ki,B,single protein format,single_protein,9,D,2006,,333.435,3.046400000000002,70.12,1,3,4,3,2,0.3333333333333333,0.9346722104986871
CHEMBL2441829,CHEMBL2441829,COc1ccc(N2Cc3nc(C)c(CN)c(-c4ccc(Cl)cc4Cl)c3C2=O)cc1,,7.7,1,7.7,7.7,Ki,B,single protein format,single_protein,9,D,2013,,428.3190000000001,4.991520000000004,68.44999999999999,1,4,4,4,3,0.18181818181818182,0.6358128360335762
CHEMBL429258,CHEMBL429258,C[C@@H]1N[C@H](C(=O)N2CCC[C@H]2C#N)C[C@@H]1C(=O)N1CCOCC1,,7.7,1,7.7,7.7,IC50,B,single protein format,single_protein,9,D,2007,,320.3930000000002,-0.2736199999999991,85.67,1,5,2,3,0,0.8125,0.7566337419130444
CHEMBL437884,CHEMBL437884,N#C[C@@H]1CCCN1C(=O)[C@@H]1CC[C@H](CNC(=O)c2ccccc2)N1,,7.7,1,7.7,7.7,Ki,B,single protein format,single_protein,9,D,2006,,326.4,1.0515799999999993,85.23,2,4,4,3,1,0.5,0.8659934724838528
CHEMBL549432,CHEMBL549432,N[C@@H](CC(=O)N1CCC[C@H]1CNS(=O)(=O)c1ccc(Cl)cc1)Cc1ccccc1F,,7.7,1,7.7,7.7,IC50,B,single protein format,single_protein,8,H,2009,,453.96700000000016,2.7085,92.5,2,4,8,3,2,0.38095238095238093,0.642345847120732
CHEMBL1650424,CHEMBL1650424,N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)ncc(C#CCO)c1=O,,7.7,1,7.7,7.7,IC50,B,single protein format,single_protein,9,D,2011,,363.4210000000001,0.4345799999999999,108.17000000000002,2,6,3,3,2,0.35,0.7660709343744827
CHEMBL399408,CHEMBL399408,CCC(C)(C)c1nnc(C(=O)[C@@H]2C[C@H](F)CN2C(=O)CNC(C)(C)C)o1,,7.7,1,7.7,7.7,IC50,B,single protein format,single_protein,9,D,2007,,368.45300000000015,2.2670000000000003,88.33,1,6,6,2,1,0.7777777777777778,0.7751142242685053
CHEMBL552503,CHEMBL1194357,CN(C)C(=O)[C@@H](c1ccc(-c2ccc(-[n+]3ccccc3)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,,7.7,1,7.7,7.7,IC50,B,single protein format,single_protein,8,H,2005,,461.5610000000002,2.6998000000000006,70.52,1,3,6,4,3,0.2962962962962963,0.5741418989805991
CHEMBL381626,CHEMBL381626,N#C[C@@H]1CCCN1C(=O)[C@@H]1CCCN1,,7.7,3,7.66,8.54,IC50;Ki,B,single protein format,single_protein,8;9,D;H,1996;2005;2007,,193.25,0.2529799999999998,56.13,1,3,1,2,0,0.8,0.649279657666832
CHEMBL1209541,CHEMBL1209541,Cc1nc2cc(-c3ccccc3Cl)nn2c(-c2ccc(Cl)cc2Cl)c1CN,,7.7,1,7.7,7.7,Ki,B,single protein format,single_protein,9,D,2010,,417.72700000000015,5.790620000000003,56.21,1,3,3,4,4,0.1,0.458743036736833
CHEMBL4634272,CHEMBL4634272,CCOC(=O)c1nc2c(n1C)CN([C@@H]1C[C@H](N)[C@@H](c3cc(F)ccc3F)O[C@@H]1C(F)(F)F)C2,,7.69,1,7.69,7.69,IC50,B,single protein format,single_protein,9,D,2020,,474.4300000000001,2.979000000000002,82.61,1,6,4,4,2,0.5238095238095238,0.5422044387728333
CHEMBL1202094,CHEMBL1616466,COc1cc(OC)cc(N2CCN(CCNCC(=O)N3CCC[C@@H]3C#N)C2=O)c1,,7.69,1,7.69,7.69,IC50,B,single protein format,single_protein,9,D,2009,,401.46700000000016,1.0499799999999997,98.14000000000001,1,6,8,3,1,0.55,0.6541170205949556
CHEMBL4567320,CHEMBL4567320,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1ccc(Cl)cc1C(=O)OC)c(=O)n2C,,7.69,1,7.69,7.69,IC50,B,cell-based format,cell_based,9,D,2019,,498.97100000000023,1.3357999999999999,117.38000000000002,1,7,5,4,3,0.4166666666666667,0.4163187689715104
CHEMBL210459,CHEMBL1182081,CN(C)C(=O)[C@@H](c1ccc(-c2ccn3nccc3n2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,,7.6899999999999995,2,7.28,8.1,IC50,B,single protein format,single_protein,9,D,2006,,424.4800000000002,1.4657999999999995,96.83,1,5,5,4,3,0.36363636363636365,0.6690414608626287
CHEMBL3093923,CHEMBL3093923,N#Cc1ccc(C[C@H](N)C(=O)N2CCC[C@H]2C#N)cc1,,7.68,1,7.68,7.68,IC50,B,assay format,other,9,D,2013,,268.31999999999994,0.9426599999999997,93.91,1,4,3,2,1,0.4,0.8823683186971917
CHEMBL209518,CHEMBL209518,C=C[C@H]1CC[C@@H](C(=O)N2CCC[C@H]2C#N)N1,,7.68,1,7.68,7.68,Ki,B,single protein format,single_protein,9,D,2006,,219.28799999999998,0.80758,56.13,1,3,2,2,0,0.6666666666666666,0.6990968141018566
CHEMBL3350925,CHEMBL3350925,CCC1([C@H](N)C(=O)N2[C@H](C#N)C[C@@H]3C[C@@H]32)CCOCC1,,7.68,1,7.68,7.68,Ki,B,single protein format,single_protein,9,D,2005,,277.368,1.0334799999999997,79.35000000000001,1,4,3,3,0,0.8666666666666667,0.8354166933312221
CHEMBL464093,CHEMBL464093,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1cccc(F)c1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,,7.68,1,7.68,7.68,IC50,B,single protein format,single_protein,9,D,2009,,404.46100000000024,2.01868,85.23,2,4,7,3,1,0.5714285714285714,0.7282145354733417
CHEMBL1683145,CHEMBL1683145,NC(=O)C1CCCC(N2CCC([C@H](N)Cc3cc(F)ccc3F)CC2)C1,,7.68,1,7.68,7.68,IC50,B,single protein format,single_protein,8,H,2011,,365.46800000000013,2.5907,72.35000000000001,2,3,5,3,1,0.65,0.8423978404669566
CHEMBL240602,CHEMBL240602,O=C([C@@H]1C[C@H](N2CCN(C(c3ccccc3)c3ccccc3)CC2)CN1)N1CCSC1,,7.68,1,7.68,7.68,IC50,B,cell-free format,other,9,D,2007,,436.62500000000034,2.657000000000001,38.82000000000001,1,5,5,5,2,0.48,0.7802967689795187
CHEMBL208957,CHEMBL1182066,CN(C)C(=O)[C@@H](c1ccc(-c2ccn3nccc3n2)cc1)[C@H](N)C(=O)N1CCC(F)(F)C1,,7.68,2,7.24,8.12,IC50,B,single protein format,single_protein,9,D,2006,,442.4700000000002,1.7629999999999995,96.83,1,5,5,4,3,0.36363636363636365,0.6496511987993018
CHEMBL92760,CHEMBL92760,CCC(C)[C@H](N)C(=O)N1CS(=O)(=O)C[C@H]1C#N,,7.68,1,7.68,7.68,Ki,B,single protein format,single_protein,9,D,1996,,259.33099999999996,-0.5335199999999987,104.25999999999999,1,5,3,1,0,0.8,0.7330611552203263
CHEMBL370677,CHEMBL1184805,CN(C)C(=O)[C@@H](c1ccc(-c2cccc(S(C)(=O)=O)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,,7.68,1,7.68,7.68,IC50,B,single protein format,single_protein,8,H,2005,,461.55900000000025,1.8266,100.77999999999999,1,5,6,3,2,0.391304347826087,0.7073947593386471
